"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","591","login user visual_user","webkit","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","5308","login user performance_glitch_user","chromium","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","5313","login user performance_glitch_user","chromium","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","4352","POM Usage","webkit","2026-09-24","passed","2026-09-24","","day29/01-login.spec.ts","",""
"","616","POM Usage","firefox","2026-09-24","passed","2026-09-24","","day32/02-faker-usage.spec.ts","",""
"","565","login user standard_user","webkit","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","338","POM Usage","chromium","2026-09-24","passed","2026-09-24","","day30/01-login.spec.ts","",""
"","580","POM Usage","webkit","2026-09-24","passed","2026-09-24","","day30/01-login.spec.ts","",""
"","23646","login test","chromium","2026-09-24","failed","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","2729","Register test","webkit","2026-09-24","passed","2026-09-24","","day32/01-register.spec.ts","",""
"","5589","login user performance_glitch_user","webkit","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","643","inventory item test","webkit","2026-09-24","passed","2026-09-24","","day30/02-inventory.spec.ts","",""
"","5611","login user performance_glitch_user","firefox","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","557","POM Usage","webkit","2026-09-24","passed","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","548","login user visual_user","webkit","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","30035","login test","webkit","2026-09-24","broken","2026-09-24","","day30/03-open-source.spec.ts","",""
"","585","Invalid login","webkit","2026-09-24","passed","2026-09-24","","day30/01-login.spec.ts","",""
"","315","inventory item test","chromium","2026-09-24","passed","2026-09-24","","day30/02-inventory.spec.ts","",""
"","30033","login test","webkit","2026-09-24","broken","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","28301","login test","chromium","2026-09-24","failed","2026-09-24","","day30/03-open-source.spec.ts","",""
"","1729","POM Usage","firefox","2026-09-24","passed","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","15751","login test","chromium","2026-09-24","passed","2026-09-24","","day30/04-snack-attack.spec.ts","",""
"","466","POM Usage","chromium","2026-09-24","passed","2026-09-24","","day29/01-login.spec.ts","",""
"","729","login user standard_user","firefox","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","2329","Register test","firefox","2026-09-24","passed","2026-09-24","","day32/01-register.spec.ts","",""
"","352","login user visual_user","chromium","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","1754","Register test","chromium","2026-09-24","passed","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","5655","login user performance_glitch_user","firefox","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","307","login user standard_user","chromium","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","357","login user standard_user","chromium","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","649","POM Usage","webkit","2026-09-24","passed","2026-09-24","","day32/02-faker-usage.spec.ts","",""
"","600","login user visual_user","firefox","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","2628","Register test","webkit","2026-09-24","passed","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","647","login user standard_user","firefox","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","7577","login test","firefox","2026-09-24","passed","2026-09-24","","day30/04-snack-attack.spec.ts","",""
"","324","POM Usage","chromium","2026-09-24","passed","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","2456","Register test","firefox","2026-09-24","passed","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","409","Invalid login","chromium","2026-09-24","passed","2026-09-24","","day30/01-login.spec.ts","",""
"","680","POM Usage","firefox","2026-09-24","passed","2026-09-24","","day30/01-login.spec.ts","",""
"","26540","login test","firefox","2026-09-24","passed","2026-09-24","","day32/03-custom-fixture.spec.ts","",""
"","337","POM Usage","chromium","2026-09-24","passed","2026-09-24","","day32/02-faker-usage.spec.ts","",""
"","617","Invalid login","firefox","2026-09-24","passed","2026-09-24","","day30/01-login.spec.ts","",""
"","1528","POM Usage","firefox","2026-09-24","passed","2026-09-24","","day29/01-login.spec.ts","",""
"","296","login user visual_user","chromium","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","614","login user visual_user","firefox","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","30045","login test","firefox","2026-09-24","broken","2026-09-24","","day30/03-open-source.spec.ts","",""
"","652","inventory item test","firefox","2026-09-24","passed","2026-09-24","","day30/02-inventory.spec.ts","",""
"","567","login user standard_user","webkit","2026-09-24","passed","2026-09-24","","day31/01-ddt-json.spec.ts","",""
"","5553","login user performance_glitch_user","webkit","2026-09-24","passed","2026-09-24","","day31/02-ddt-with-excel.spec.ts","",""
"","11692","login test","webkit","2026-09-24","passed","2026-09-24","","day30/04-snack-attack.spec.ts","",""
"","1839","Register test","chromium","2026-09-24","passed","2026-09-24","","day32/01-register.spec.ts","",""
